FileName,Title,DrugName,BrandName,Drug_Type
00690,180 x 1mg ativan lorazepam - US Domestic FAST Shipping,lorazepam,ativan,Opioids  » Other
00691,5gram PROTONITAZENE( Best Quality),PROTONITAZENE,,Opioids  » Other
00694,** Marathon OG ROSIN / WAX ** - Solventless - TOP CONCENTRATE - AAA+++,Marathon OG ROSIN/WAX,,Cannabis  » Concentrates
00708,GREEN CRACK,GREEN CRACK,,Cannabis  » Buds and Flowers
00720,DIANABOL 25 MG/CAPSULE OR ML MONSTERLAB,DIANABOL,MONSTERLAB,Steroids
00721,MAROL 200MG tramadol 10tabs UK TEVA BRAND,tramadol,Teva,Opioids  » Tramadol
00722,Tramadol 100mg Blistered Packaging (30 pills) New Seller first 10 buyers will recieve 5 extra pills.,tramadol,Ultram,Opioids  » Tramadol
00725,Alprazopam powder,Alprazopam,,Benzodiazepine (Benzos)  » Alprazolam (Xanax)
00726,Diclapam Powder available in stock,Diclapam Powder,,Benzodiazepine (Benzos)  » Diazepam (Valium)
00727,USA-USA heroin hcl 1g offwhite/gray,heroin hcl,,Opioids  » Heroin
00728,BROWN HERION,BROWN HERION,,Opioids  » Heroin
00729,❤️10 GRAM BEST CRYSTAL METH SHARDS SHIPPED FROM GERMANY ❤️,CRYSTAL METH,,Stimulants  » Methamphetamine (Meth)
00730,Heroin ★ Pure Heroin Real Direct Import Hero 93%★,Heroin,,Opioids  » Heroin
00731,Hong Kong Crystal Methamphetamine (Meth) Top Quality (1G),Hong Kong Crystal Meth,,Stimulants  » Methamphetamine (Meth)
00732,Hong Kong Crystal Meth Top Quality,Hong Kong Crystal Meth,,Stimulants  » Methamphetamine (Meth)
00733,*Crystal Meth (ephedrine) HIGH QUALITY!* %99,Crystal Meth (ephedrine),,Stimulants  » Methamphetamine (Meth)
00734,Hydroguru - Canadian & Indian Crystal Clear Meth 99% Purity High Grade,Canadian & Indian Crystal Clear Meth,HYDROGURU,Stimulants  » Methamphetamine (Meth)
00735,14G CARTEL METH - HIGH POTENCY - FREE SHIPPING! 24HR SHIPPING!,CARTEL METH,,Stimulants  » Methamphetamine (Meth)
00736,CRYSTAL METH SHARDS,CRYSTAL METH SHARDS,,Stimulants  » Methamphetamine (Meth)
00737,【New Meth A+】 CRYSTAL Meth ICE Rock,CRYSTAL Meth ICE Rock,,Stimulants  » Methamphetamine (Meth)
00738,Best quality and high purity level of Ephedrine Hcl Powder in stock,Ephedrine Hcl Powder,,Stimulants  » Methamphetamine (Meth)
00739,white crstal meth,white crstal meth,,Stimulants  » Methamphetamine (Meth)
00740,OZ    **** Crystal meth FREE SHIPPING **** Very High quality,Crystal meth,,Stimulants  » Methamphetamine (Meth)
00741,*REGULAR* 1.0 gram ICE CRYSTAL METH Australia,ICE CRYSTAL METH Australia,,Stimulants  » Methamphetamine (Meth)
00742,Hydroguru - Pure Crystal Meth - Safe Delivery,Crystal Meth,HYDROGURU,Stimulants  » Methamphetamine (Meth)
00743,100GRAM COKE - PICTURES ARE COMMING! (WELCOME DEAL) - ★ Pure uncot TOP Quality cocaïne ★,COKE,,Stimulants  » Cocaine
00744,10x Super Hofmann 325UG LSD,Super Hofmann LSD,Super Hofmann,Psychedelics  » LSD
00745,50x Super Hofmann 325UG LSD,Super Hofmann LSD,Super Hofmann,Psychedelics  » LSD
00746,25 PCS - LSD High Quality 250 UGL,LSD,,Psychedelics  » LSD
00747,Ghostbusters LSD tab 350 micro grams 350 UG 99.5%+ pure Aztec,Ghostbusters LSD,Ghostbusters,Psychedelics  » LSD
00748,x50 LSD Tabs - 105mcg/Tab,LSD,,Psychedelics  » LSD
00749,UFO XTC PILLS 200MG - NDD UK,UFO XTC PILLS,UFO,Psychedelics  » LSD
00750,UFO XTC PILLS 300MG - NDD UK,UFO XTC PILLS,UFO,Ecstasy  » XTC Pills
00751,SUPERMAN XTC PILLS 250MG - NDD UK,SUPERMAN XTC PILLS,SUPERMAN,Ecstasy  » XTC Pills
00752,SUPERMAN XTC PILLS 300MG - NDD UK,SUPERMAN XTC PILLS,SUPERMAN,Ecstasy  » XTC Pills
00753,ORANGE TESLA XTC PILLS 250MG - NDD UK,ORANGE TESLA XTC PILLS,ORANGE TESLA,Ecstasy  » XTC Pills
00754,POKEMON XTC PILLS 250MG - NDD UK,POKEMON XTC PILLS,POKEMON,Ecstasy  » XTC Pills
00755,POKEMON XTC PILLS 300MG - NDD UK,POKEMON XTC PILLS,POKEMON,Ecstasy  » XTC Pills
00756,BLUE PUNISHER XTC PILLS 300MG - NDD UK,BLUE PUNISHER XTC PILLS,BLUE PUNISHER,Ecstasy  » XTC Pills
00757,HYDROGURU - 50 X PANAMA XTC PILLS 300mg-,PANAMA XTC PILLS,HYDROGURU,Ecstasy  » XTC Pills
00758,AUDI XTC PILLS 250MG - NDD UK,AUDI XTC PILLS,AUDI,Ecstasy  » XTC Pills
00759,Premium XTC - 280MG Blue Punisher - Ecstasy Pills - HQ,Blue Punisher Ecstasy Pills,Blue Punisher,Ecstasy  » XTC Pills
00760,50 X PANAMA XTC PILLS 300mg-,PANAMA XTC PILLS,PANAMA,Ecstasy  » XTC Pills
00761,Wedding Cake,Wedding Cake,,Cannabis  » Buds and Flowers
00762,Tesla ECSTACY PILLS PURE MDMA FREE,Tesla ECSTACY PILLS,TESLA,Ecstasy  » XTC Pills
00763,*Indoor* Thai 224g(8oz),Thai,,Cannabis  » Buds and Flowers
00764,XTC blue punisher,blue punisher,blue punisher,Ecstasy  » XTC Pills
00765,XTC PILLS ECSTASY 270MG PURE MDMA,XTC PILLS ECSTASY,,Ecstasy  » XTC Pills
00766,SKULL FACE XTC PILLS 250MG - NDD UK,SKULL FACE XTC PILLS,SKULL FACE,Ecstasy  » XTC Pills
00767,SKULL FACE XTC PILLS 300MG - NDD UK,SKULL FACE XTC PILLS,SKULL FACE,Ecstasy  » XTC Pills
00768,Mickey Mouse LSD 250ug FREE NDD - UK,Mickey Mouse LSD,Mickey Mouse,Psychedelics  » LSD
00769,*REGULAR* 3.5 grams MDMA Ecstasy,MDMA Ecstasy,,Ecstasy  » MDMA
00770,250GR S-Isomere Ketamine - 95% pure sugar style A+++Indian,S-Isomere Ketamine,,Dissociatives  » Ketamine
00771,2FDCK Crystal powder,2FDCK Crystal powder,,Dissociatives  » Ketamine
00772,BEST KETAMINE/KET/KETAMIN PURE INDIAN S-ISOMER LONG SHARDS 28G ***FREE UK DELIVERY***,KETAMINE/KET/KETAMIN,,Dissociatives  » Ketamine
00773,250GRAM - TOP QUALITY Dutch MDMA Champagne Crystals 84%,Dutch MDMA Champagne Crystals,,Ecstasy  » MDMA
00774,KETAMINE-NEEDLES (s-isomer),KETAMINE-NEEDLES,,Dissociatives  » Ketamine
00775,3g KETAMINE-NEEDLES,KETAMINE-NEEDLES,,Dissociatives  » Ketamine
00776,MDMA 3.5g uk to uk,MDMA,,Ecstasy  » MDMA
00777,50GRAM - TOP QUALITY Dutch MDMA Champagne Crystals 84%,Dutch MDMA Champagne Crystals,,Ecstasy  » MDMA
00778,BEST QUALITY  MDMA CHAMPAGNE 92% / AAA+,MDMA CHAMPAGNE,,Ecstasy  » MDMA
00779,High quality MDPV,MDPV,,Ecstasy  » MDMA
00780,MDMA 3.5g,MDMA,,Ecstasy  » MDMA
00781,white MDMA Champagne Rocks Original 84%,white MDMA Champagne Rocks,,Ecstasy  » MDMA
00782,25GRAM - TOP QUALITY Dutch MDMA Champagne Crystals 84%,Dutch MDMA Champagne Crystals,,Ecstasy  » MDMA
00783,mdma 2g uk to uk,mdma,,Ecstasy  » MDMA
00784,BUY KETAMIN PURE INDIAN S-ISOMER LONG SHARDS 5G,KETAMIN PURE INDIAN S-ISOMER LONG SHARDS,,Dissociatives  » Ketamine
00785,1KILO - S-Isomere Ketamine - 95% pure sugar style A+++Indian,S-Isomere Ketamine,,Dissociatives  » Ketamine
00786,25G Pure KETAMINE .. Top QUALITY A+,KETAMINE,,Dissociatives  » Ketamine
00787,TAKE 4g KETAMINE NEEDLES and get FREE 1g Marocco Hashish UK-UK non-tracked,KETAMINE NEEDLES and get FREE 1g Marocco Hashish,,Dissociatives  » Ketamine
00788,100g Pure KETAMINE .. Top QUALITY A+,KETAMINE,,Dissociatives  » Ketamine
00789,500GR S-Isomere Ketamine - 95% pure sugar style A+++Indian,S-Isomere Ketamine,,Dissociatives  » Ketamine
00790,28-500g KETAMINE-NEEDLES (s-isomer) UK,KETAMINE-NEEDLES,,Dissociatives  » Ketamine
00791,Ketamine Sugar - High Qualitiy 10gram,Ketamine Sugar,,Dissociatives  » Ketamine
00792,HIGH QUALITY  KETAMINE  MEDICAL GRADE,KETAMINE,Ketalar,Dissociatives  » Ketamine
00793,100GR S-Isomere Ketamine - 95% pure sugar style A+++Indian,S-Isomere Ketamine,,Dissociatives  » Ketamine
00794,PROMO!! -S isomer - KETAMINE SHARDS/NEEDLES 95%,KETAMINE SHARDS/NEEDLES,,Dissociatives  » Ketamine
00795,5g Pure KETAMINE .. Top QUALITY A+,KETAMINE,,Dissociatives  » Ketamine
00796,10Grams Ketamine HCL Powder 99% Purity,Ketamine HCL,,Dissociatives  » Ketamine
00797,Ketamine HCL Powder 99% Purity,Ketamine HCL,Ketalar,Dissociatives  » Ketamine
00798,The best quality Ketamine hcl crystal powder in the market,Ketamine HCL,,Dissociatives  » Ketamine
00799,KETAMINE S-ISOMER SUGAR 99%,KETAMINE S-ISOMER SUGAR,,Dissociatives  » Ketamine
00800,MDMA CHAMPAGNE CRYSTAL 84%,MDMA CHAMPAGNE CRYSTAL,,Ecstasy  » MDMA
00801,HQ COLOMBIAN COCAINE FISHCALE 92%,COLOMBIAN COCAINE FISHCALE,,Stimulants  » Cocaine
00802,Bolivian Cocaine 92%,Bolivian Cocaine,,Stimulants  » Cocaine
00830,1GRAM COKE - PICTURES ARE COMMING! (WELCOME DEAL) - ★ Pure uncot TOP Quality cocaïne ★,COKE,,Stimulants  » Cocaine
00831,2GRAM COKE - PICTURES ARE COMMING! (WELCOME DEAL) - ★ Pure uncot TOP Quality cocaïne ★,COKE,,Stimulants  » Cocaine
00835,5GRAM COKE - PICTURES ARE COMMING! (WELCOME DEAL) - ★ Pure uncot TOP Quality cocaïne ★,COKE,,Stimulants  » Cocaine
00836,GHB 250ML WITH 99% PURITY free SHIPPING,GHB,,Dissociatives  » GHB/GBL
00837,1g RAW Cocaine Pure Colombian Cocaine 2023 Batch!!! 94%,Colombian Cocaine,,Stimulants  » Cocaine
00838,10GRAM COKE - PICTURES ARE COMMING! (WELCOME DEAL) - ★ Pure uncot TOP Quality cocaïne ★,COKE,,Stimulants  » Cocaine
00839,FLUBROMAZEPAM,FLUBROMAZEPAM,,Benzodiazepine (Benzos)  » RCs
00840,EC STACK 30MG/CAPSULE 100 CAPSULES MONSTERLAB,EC STACK,MONSTERLAB,Steroids
00841,"Testosterone Enanthate , Viogen Pharmaceutical GradeOil UK Seller",Testosterone Enanthate,Testosterone,Steroids
00855,Ice-O-Lator Hash,Ice-O-Lator Hash,,Cannabis  » Hash
00856,"1000pills (Methadone Hydrochloride Tablets, USP) 10 mg",Methadone Hydrochloride,,Opioids  » Methadone
00857,INTRO OFFER 5x Methadon 50mg Free Shipping!,Methadon,,Opioids  » Methadone
00858,Oxycodone  powder,Oxycodone,,Opioids  » Oxycodone
00859,500Grams HQ Oxycodone Hcl Powder 99% Pure,Oxycodone Hcl,,Opioids  » Oxycodone
00860,30mg Oxycodone M30 Pressed Profesonally! No Hot Spots!,Oxycodone M30,,Opioids  » Oxycodone
00861,Instant release Oxyxontin tablets  legit pharma,Instant release Oxyxontin,legit pharma,Opioids  » Oxycodone
00862,20x (Sample) Oxycodon M30 30MG,Oxycodon M30,,Opioids  » Oxycodone
00863,INTRO OFFER 5x Oxycodone 10mg(LR) Free Shipping!,Oxycodone,,Opioids  » Oxycodone
00864,blue oxy pills x80,blue oxy pills,,Opioids  » Oxycodone
00865,4MG V2090 XANAX BROM,V2090 XANAX BROM,Xanax,Benzodiazepine (Benzos)  » Pills
00866,Hydroguru - Xanax,Xanax,Xanax (HYDROGURU),Benzodiazepine (Benzos)  » Alprazolam (Xanax)
00867,Xanax 2mg (X2) Alprazolam *real alp*,Xanax 2mg (X2) Alprazolam *real alp*,Xanax,Benzodiazepine (Benzos)  » Alprazolam (Xanax)
00868,Xanax,Xanax,Xanax,Benzodiazepine (Benzos)  » Alprazolam (Xanax)
00869,Adderall AD30 Orange Smart Drug Nootropic - 30mg (10 tabs) - Escrow Listing,Adderall AD30 Orange Smart Drug Nootropic,Adderall,Stimulants  » Adderall
00870,x50 ADDERALL TRUSTED VENDOR! BEST PILLS ON THE MARKET $2.50ea,ADDERALL,Adderall,Stimulants  » Adderall
00871,x25 ADDERALL TRUSTED VENDOR! BEST PILLS ON THE MARKET $2.50ea,ADDERALL,Adderall,Stimulants  » Adderall
00872,Adderall AD30 Orange Smart Drug Nootropic - 30mg (5 tabs),Adderall AD30 Orange Smart Drug Nootropic,Adderall,Stimulants  » Adderall
00873,x90 ADDERALL TRUSTED VENDOR! BEST PILLS ON THE MARKET $2.50ea,ADDERALL,Adderall,Stimulants  » Adderall
00874,SALE SALE SALE!! B974 30mg Adderall x 100 ($3.9/pill),B974 Adderall,Adderall,Stimulants  » Adderall
00875,"ORANGE DEVILS - B974 30MG Adderall! DOUBLE DOSED, Read the Fucking Description.",B974 Adderall DOUBLE DOSED,Adderall,Stimulants  » Adderall
00887,ice bars speed ** really strong,ice bars speed,,Stimulants  » Amphetamine/Speed
00899,Mephedrone (4-MMC) IN STOCKS,Mephedrone (4-MMC),,Stimulants  » Mephedrone
00900,1g Pure Lab Tested MDMA -Molly- 98%,MDMA,,Ecstasy  » MDMA
00901,Hydroguru - Mephedrone 99.9% Clean (4MMC),Mephedrone,HYDROGURU,Stimulants  » Mephedrone
00902,4-MMC / Mephedrone,Mephedrone (4-MMC),,Stimulants  » Mephedrone
00903,LSD Hofmann ET tabs 200ug,LSD,Hofmann ET,Psychedelics  » LSD
00904,5x Real Love 250UG LSD,LSD,Real Love,Psychedelics  » LSD
00905,"5,000 LSD Tabs - 105mcg/Tab",LSD,,Psychedelics  » LSD
00906,Cannedgoods 125ug LSD tabs - Perfect for microdosing (25 Tabs) Escrow Listing,LSD,Cannedgoods,Psychedelics  » LSD
00907,LSD 220ug Needlepoint 11000 Reviews,LSD,Needlepoint,Psychedelics  » LSD
00908,x1 LSD Vial - 110 Drops - 105mcg/Drop,LSD,,Psychedelics  » LSD
00909,Son Goku DragonBallz - 240ug LSD  - Te🅰️m Bl🅰️cklist,LSD,SON GOKU,Psychedelics  » LSD
00910,x100 LSD Tabs - 105mcg/Tab,LSD,,Psychedelics  » LSD
00911,1 vial LSD WhiteFluff,LSD,WhiteFluff,Psychedelics  » LSD
00912,-SON GOKU LSD 200ug-,LSD,SON GOKU,Psychedelics  » LSD
00913,Red Geltabs,Red Geltabs,,Cannabis  » Edibles
00914,1x Blackout Bites Chocolate / super potent,Blackout Bites Chocolate,,Cannabis  » Edibles
00919,n 358 10 (Acetaminophen and Hydrocodone Bitartrate 325 mg / 10 mg),Methadone Hydrocodone Bitartrate,,Opioids  » Oxycodone
00920,10 mg pharma pressed percocets $3.5/pc,oxycodone/acetaminophen,percocet,Opioids  » Oxycodone
00921,*Pure Heroin Afghan* ShinyFlakesDE -,Pure Heroin Afghan,ShinyFlakesDE,Opioids  » Heroin
00922,x1g Tan Three Thousand Years of Longing batch - Ultra rare new.,Tan Three Thousand Years of Longing batch,,Opioids  » Heroin
00923,Oxycodone Oxylan 80MG Prolonged Worldwide offer,Oxycodone Oxylan,Oxylan,Opioids  » Oxycodone
00924,✅🌟NewYearsDeal🌟 4 G HEROIN,HEROIN,,Opioids  » Heroin
00925,"100 x Brand Oxycontin, OC 10mg - Crushable - US to US",Brand Oxycontin,OxyContin,Opioids  » Oxycodone
00926,Buy 1000 Pressed Oxycodone 30mg pills,Pressed Oxycodone,,Opioids  » Oxycodone
00927,"AUS-AUS Domestic | 1g Highly Potent ,Premium ,White High Grade Heroin",White High Grade Heroin,,Opioids  » Heroin
00928,Buy 100pills of Oxycodone 30mg,Oxycodone,,Opioids  » Oxycodone
00929,Heroin HQ / from 1g-10g /,Heroin,,Opioids  » Heroin
00930,FREE .1 sample #4 heroin (just pay for stealth),heroin,,Opioids  » Heroin
00931,✅🌟NewYearsDeal🌟 3 G HEROIN,HEROIN,,Opioids  » Heroin
00932,HEROIN FROM IRAN HQ,HEROIN,,Opioids  » Heroin
00933,3g PURE CHINA WHITE HEROIN / VERY POTENT,PURE CHINA WHITE HEROIN,,Opioids  » Heroin
00934,1 - 100 grams of Strong Heroin #3 70% - FREE SHIPPING !,Heroin,,Opioids  » Heroin
00935,Heroin 1 Gram,Heroin,,Opioids  » Heroin
00936,%100 Pure & Uncut Heroin AA+,Uncut Heroin,,Opioids  » Heroin
00937,💚✅ PharmaGrade GG249 Xanax White 3mg Alp Bars| 50% FE Discount🎊 ✅💚,GG249 Xanax,Xanax,Benzodiazepine (Benzos)  » Alprazolam (Xanax)
00939,14g RAW Cocaine Pure Colombian Cocaine 2023 Batch!!! 94%,Colombian Cocaine,,Stimulants  » Cocaine
00940,28g RAW Cocaine Pure Colombian Cocaine 2023 Batch!!! 94%,Colombian Cocaine,,Stimulants  » Cocaine
00958,Famous West Coast #4 KILLER HEROIN,Famous West Coast KILLER HEROIN,,Opioids  » Heroin
00965,Ostarine (Mk-2866) 100 ml 20mg monsterlab,Ostarine,MONSTERLAB,Steroids
00966,Hydroguru- Bromazolam Powder - (Purity 98.8%),Bromazolam Powder,HYDROGURU,Benzodiazepine (Benzos)  » Powder
00967,Pure Etizolam Powder - Benzodiazepine Multiple Quantites US to US (100 mg - 5g) packs,Etizolam Powder,"Brand names include Etilaam, Etizola, Etizest, Sedekopan, Arophalm, Depas and
Pasaden",Benzodiazepine (Benzos)  » Powder
01003,❤️ XTC PILLS TESLA HIGHEST QUALITY 250 MG II❤️,XTC PILLS,TESLA,Ecstasy  » XTC Pills
01005,Hydroguru  10 x ***300MG Dutch Ecstacy Pills***XTC PILLS.,Dutch Ecstacy,HYDROGURU,Ecstasy  » XTC Pills
01006,25 - 500 300mg XTC MB SKULL CANDY UNITED KINGDOM NDD,XTC MB SKULL CANDY,MB SKULL CANDY,Ecstasy  » XTC Pills
01007,5pills 230 MG ECSTACY LOUIS VUITTON,ECSTACY,LOUIS VUITTON,Ecstasy  » XTC Pills
01008,Ecstacy Pills Purple Domino 230mg,Ecstacy,Purple Domino,Ecstasy  » XTC Pills
01009,10x XTC PILL 300mg AAA+++ DUTCH IMPORT,XTC PILLS,,Ecstasy  » XTC Pills
01010,- 6IX9INE XTC PILLS 320mg *ORANGE FLAVOR*,XTC PILLS,,Ecstasy  » XTC Pills
01011,ECSTACY PILLS  X5 230 MG louis vuitton,ECSTACY,LOUIS VUITTON,Ecstasy  » XTC Pills
01012,Heisenbergs 300mg XTC (1 pill),Heisenbergs XTC,,Ecstasy  » XTC Pills
01013,90pills Ecstasy (MDMA) 100 mg,MDMA,,Ecstasy  » XTC Pills
01014,100 X ECSTASY 250MG PILLS,Ecstasy,,Ecstasy  » XTC Pills
01015,"XTC, Ecastacy 240mg mdma -","XTC, Ecastacy",,Ecstasy  » XTC Pills
01016,-PANAMA XTC PILLS 300mg-,PANAMA XTC PILLS,,Ecstasy  » XTC Pills
01017,Maserati 300mg XTC - Cola Flavour -Te🅰️m Bl🅰️cklist,Maserati XTC,Maserati,Ecstasy  » XTC Pills
01018,Masserati 300mg XTC - Cola Flavour -Te🅰️m Bl🅰️cklist,Maserati XTC,Maserati,Ecstasy  » XTC Pills
01019,-MASSERATI PILLS 300mg *CHERRY FLAVOR*-,MASSERATI PILLS,Maserati,Ecstasy  » XTC Pills
01020,❤️ XTC PILLS TESLA HIGHEST QUALITY 250 MG ❤️,XTC PILLS TESLA,TESLA,Ecstasy  » XTC Pills
01021,60pills Ecstasy (MDMA) 100 mg,Ecstasy (MDMA),,Ecstasy  » XTC Pills
01022,100 to 1000 300mg XTC FANTA PILLS UNITED KINGDOM Next Day Delivery,XTC FANTA PILLS,FANTA,Ecstasy  » XTC Pills
01023,XTC pills - Silver New York 200mg MDMA,XTC pills - Silver New York,,Ecstasy  » XTC Pills
01025,270MG STRONG!!!! | Orange Tesla,Orange Tesla MDMA,Orange Tesla,Ecstasy  » XTC Pills
01026,Oxycodone 5MG Shortec Blistered Packaging,Oxycodone Shortec,OxyContin,Opioids  » Oxycodone
01027,X50 PERCOCETS,PERCOCETS,Percocet,Opioids  » Oxycodone
01028,20 x 30mg OXYCODONE ....USA - USA,OXYCODONE,"Brand M30, V4812, A215",Opioids  » Oxycodone
01029,Cialis Tadalafil VIDALISTA  10mg x 50/100/200/500 tablets,Cialis Tadalafil VIDALISTA,Cialis/VIDALISTA,Prescription Drugs
01030,Azithromycin 500mg x 30/90/180/360 Tablets,Azithromycin,,Prescription Drugs
01031,Eu to UK/US Dapoxetine poxet 90mg 100-200  tabs,Dapoxetine,Dapoxetine,Prescription Drugs
01032,Generic Viagra Sildenafil kamagra oral jelly 100mg x 50 Sachet,Generic Viagra Sildenafil kamagra oral jelly,kamagra,Prescription Drugs
01033,Generic Avodart Dutasteride DUTAS T+ 0.5mg x 30/90/180/360 Tablets,Generic Avodart Dutasteride DUTAS T+,DUTAS T+,Prescription Drugs
01034,Pfizer Viagra 100mg (Original),Pfizer Viagra,PFIZER,Prescription Drugs
01035,Eu- Carisoprodol Pain O Soma 500mg 50-200 tabs,Carisoprodol Pain O Soma,Soma,Prescription Drugs
01036,*Exclusive Sale *180 tabs zopiclone 7.5 mg 200 EUR (Europe to Europe Shipping),zopiclone,,Prescription Drugs
01037,Vidalista 60mg (Tadalafil),Vidalista,Vidalista,Prescription Drugs
01038,Vidalista 40mg (Tadalafil),Vidalista,Vidalista,Prescription Drugs
01039,Vidalista 80mg (Black Pills) DE to DE (Shipping to EU) (Tadalafil),Vidalista (Black Pills),Vidalista,Prescription Drugs
01040,Generic Viagra Sildenafil 50mg Cenforce x 50/100/200/500 tablets,Generic Viagra Sildenafil Cenforce,Cenforce,Prescription Drugs
01041,Cenforce 200mg (Sildenafil Citrate) DE to DE / EU to EU,Cenforce,Cenforce,Prescription Drugs
01042,DE to DE 50 pills x BRAND Kamagra 100mg Sildenafil - Express Local Shipping,Kamagra,Kamagra,Prescription Drugs
01043,Tramadol 100mg Blistered Packaging (30 pills),Tramadol,Ultram,Prescription Drugs
01055,xanax 4mg V2090 (Brom) min 10 bars,xanax,Xanax,Benzodiazepine (Benzos)  » Alprazolam (Xanax)
01056,xanax pfizer 0.5 mg (10 pills = 1 blisters ),xanax,Xanax (PFIZER),Benzodiazepine (Benzos)  » Alprazolam (Xanax)
01057,s903 xanax,s903 xanax,Xanax,Benzodiazepine (Benzos)  » Alprazolam (Xanax)
01058,x500 XANAX YELLOW BUSS (R039) 3MG PRESS USA-USA,x500 XANAX YELLOW BUSS,Xanax (YELLOW BUSS),Benzodiazepine (Benzos)  » Alprazolam (Xanax)
01059,12tabs of Bunny Bugs LSD 250ug FREE NDD - UK,Bunny Bugs LSD,Bunny Bugs,Benzodiazepine (Benzos)  » Pills
01060,12x Blue Pokemon XTC 250mg IMPORT - UK,Blue Pokemon XTC,Blue Pokemon,Benzodiazepine (Benzos)  » Pills
01061,20x SUPERMAN XTC PILLS 300mg FREE NDD - UK,SUPERMAN XTC PILLS,SUPERMAN,Benzodiazepine (Benzos)  » Pills
01062,75tabs of Mickey Mouse LSD 250ug FREE NDD - UK,Mickey Mouse LSD,Mickey Mouse,Benzodiazepine (Benzos)  » Pills
01063,Green Hulks S903 - 3.2mg Clonazolam (20 Bars) - Escrow Listing,Green Hulks S903 Clonazolam,Green Hulks,Benzodiazepine (Benzos)  » Pills
01064,20x Blue PUNISHER XTC 300mg FREE NDD - UK,Blue PUNISHER XTC,Blue PUNISHER,Benzodiazepine (Benzos)  » Pills
01065,Xanax X2 Whites - 3.2mg Alprazolam (250 Bars) - Escrow Listing,Xanax,Xanax,Benzodiazepine (Benzos)  » Pills
01066,Xanax X2 Whites - 3.2mg Alprazolam (20 Bars),Xanax,Xanax,Benzodiazepine (Benzos)  » Pills
01067,Xanax,Xanax,Xanax,Benzodiazepine (Benzos)  » Pills
01068,2tabs of CRYING BUG LSD 250UG NDD - UK TO UK.,CRYING BUG LSD,CRYING BUG,Benzodiazepine (Benzos)  » Pills
01069,4x PREMIUM XTC 200mg IMPORT - UK,PREMIUM XTC,,Benzodiazepine (Benzos)  » Pills
01070,Green Hulks S903 - 3.2mg Clonazolam (50 Bars),Green Hulks S903 Clonazolam,Green Hulks S903,Benzodiazepine (Benzos)  » Pills
01071,Xanax bars Blue B707 - 3.2mg Flualprazolam (100 Bars) - Escrow Listing,Xanax bars Blue B707,Xanax,Benzodiazepine (Benzos)  » Pills
01072,500 pills Mogadon (nitrazepam) 10mg,Mogadon (nitrazepam),Mogadon,Benzodiazepine (Benzos)  » Pills
01073,AMBIEN / SUN PHARMA / ZOLPIDEM 10MG (30 Pills) SHIPPING US To US Only,ZOLPIDEM,AMBIEN(SUN PHARMA Company),Benzodiazepine (Benzos)  » Pills
01074,"Lorazepam 2,5mg (GER)1blister=1piece  ATIVAN",Lorazepam,ATIVAN,Benzodiazepine (Benzos)  » Lorazepam
01075,Eutylone Stimulant 1kg,Eutylone,,Other
01077,150g Of Raw Colombian Cocaine Uncut AA++ FREE NDD - UK,Raw Colombian Cocaine,,Stimulants  » Cocaine
01078,40g Of Raw Colombian Cocaine Uncut AA++ FREE NDD - UK,Raw Colombian Cocaine,,Stimulants  » Cocaine
01079,14g Of Raw Colombian Cocaine Uncut AA++ FREE NDD - UK,Raw Colombian Cocaine,,Stimulants  » Cocaine
01080,1.5g - SOCIAL COCAINE - FREE DELIVERY NDD UK,SOCIAL COCAINE,,Stimulants  » Cocaine
01081,2g COCAINE PERU HIGH PURITY 98% POPEYE GERMANY,COCAINE PERU,,Stimulants  » Cocaine
01082,✅ 10 G COLOMBIAN COCAINE,COLOMBIAN COCAINE,,Stimulants  » Cocaine
01083,1g - 1000g Cocaine ***PURE FISHCALE COLOMBIAN COKE 96% ***  Free ShipXXX,FISHCALE COLOMBIAN COKE,,Stimulants  » Cocaine
01084,6.5g Of Pure Peru Cocaine - Top Import - NDD - UK,Pure Peru Cocaine,,Stimulants  » Cocaine
01085,10g Of El-Chapo's Raw Colombian Cocaine Uncut FREE NDDuk,El-Chapo's Raw Colombian Cocaine,El Chapo,Stimulants  » Cocaine
01086,COLOMBIAN COCONUT COCAINE UNTOUCHED,COLOMBIAN Cocaine,,Stimulants  » Cocaine
01087,Pablo's PURE Cocaine (Peruvian Import) AAA+ UK,Pablo's PURE Cocaine,Pablo,Stimulants  » Cocaine
01088,GENUINE FISH SCALE COCAINE UNTOUCHED,FISH SCALE COCAINE,,Stimulants  » Cocaine
01089,10g - EL-CHAPO'S SOCIAL COCAINE - FREE DELIVERY,SOCIAL COCAINE,EL CHAPO,Stimulants  » Cocaine
01090,8g Of Pure Albanian Cocaine AAA++ FREE NDD - UK,Albanian Cocaine,,Stimulants  » Cocaine
01091,Gelato Cannabis,Gelato Cannabis,,Cannabis  » Buds and Flowers
01092,Fish Scale Top Quality Cocaine,Fish Scale Cocaine,,Stimulants  » Cocaine
01093,Royal Kush THC =22%,Royal Kush,,Cannabis  » Buds and Flowers
01094,🚨  L.A. Confidential -Dry Sift Hash 🚨 ~44% THC,Malana L.A. Confidential -Dry Sift Hash,,Cannabis  » Hash
01095,🌟LIMITED OFFER 40% Malana Cream Premium AAA+🌟,Malana Cream,,Cannabis  » Hash
01096,10g Shark Hash = 50$,Shark Hash,,Cannabis  » Hash
